Id,SalePrice
2658,175726.6954139948
2718,176499.88172611714
2414,208109.82082481272
1989,114919.58765919114
625,202066.27665196537
333,74467.52328233203
1327,86633.30759603583
858,125787.18743060541
95,189136.09684921431
1568,179792.981830288
2482,163383.35588190384
1364,132763.50324733867
2584,166397.9823827193
818,300610.6017648716
2673,176000.8966695563
2089,102290.20447142026
1297,195336.43424538543
790,125102.64653120935
2616,222718.3413712595
720,219402.18001789556
222,125846.18287630231
557,125573.88120333033
1148,202937.77384187645
2766,182575.12436911985
534,178577.04439270755
1452,98038.13462222496
630,115776.60520018052
2648,129389.83057461117
125,156938.1609071838
1904,21562.88402618376
1670,93270.66792620969
756,90844.71810564765
717,259819.4910209026
1032,150570.6773317213
852,215494.31025722963
1731,175197.03274955423
2639,111964.86194697532
2071,64794.345890504395
1267,86133.0559537044
1851,187909.971209634
567,143888.786547503
2439,211896.04283326564
1898,149473.80590206283
647,171284.4672796624
2256,230895.25256327444
979,72010.82890819249
1444,222702.1932748238
2485,120434.2186483166
157,120730.74584190056
88,127318.56175613092
2003,119119.24314627348
186,237740.3608135005
1425,251829.32611741524
2695,123979.68400424247
738,98861.35004356137
395,148731.21340685288
1353,194322.98696432923
1878,158123.0324866494
390,189417.73383941836
1456,245659.30367066225
1103,318461.9083278816
1387,154005.50932792018
2070,137398.28604329794
1199,192332.74473906998
2479,173289.87571561037
501,300231.9347206161
2362,63446.76147381074
1718,204209.18260202036
2188,30639.808525676664
1483,149304.85664626714
2557,84267.55684582572
437,312102.4469225297
2224,215695.766255896
1628,181027.37414665704
397,127413.15083313436
587,214144.69066810093
971,141555.4179229848
2611,151111.83064068487
1887,72053.86111799898
2399,325679.50566368666
2148,199800.46915043113
304,157288.82494313945
1997,120488.2912953042
2817,122097.9133752571
1431,190734.12807768988
427,309376.5845099051
263,114810.20921887204
598,182797.75161744023
2895,261926.18275488153
687,146398.11944968376
1822,115694.42806258873
2191,106125.89536569672
179,126142.4630643808
1009,225852.42194431348
2010,113911.2292929865
1991,162883.30796808327
1411,202888.53077163608
1721,237054.45412307137
1144,192833.0295557617
593,231573.63790341924
575,284477.5073178266
1249,187150.99814315312
1604,113417.0393682732
1064,437530.37895242963
1923,169053.54066918112
1988,79334.9783685636
2325,170493.694421643
114,223357.68842791105
2700,202502.10497047365
217,150231.5993624636
343,192366.40522823532
386,235570.03183106837
2005,108102.27458683151
2908,102739.776000574
1814,238856.54387609797
2446,448670.9273555869
208,151569.16249585038
1679,120899.3267166767
822,310624.81689643825
6,191686.04030132093
1781,376621.4998940537
2397,258728.7049474185
2340,298486.649722292
1618,157398.67926446555
2843,115989.56974664493
1061,346741.3289014477
2786,96641.26433061721
1935,126724.39764077874
1341,110686.06925077559
521,275531.724282015
2136,129836.55571897529
996,202412.52016456684
227,140934.9035329971
135,168898.72983218593
1167,171618.55906300733
294,230167.9974734628
1776,187302.26192612087
540,178842.07075180838
1717,201239.83851680657
2303,114529.19008385143
116,191378.65099649105
127,128424.48890702552
1371,139029.54443588475
1014,194818.18456483822
1507,75106.21725540113
702,157595.48790058517
750,183229.05323016117
261,145875.96101331364
1559,62915.610499109374
577,233780.57974578257
2812,202353.6508995171
2080,171150.06748677834
1368,107196.41538737275
2376,118459.83364591634
659,95845.63652509707
1235,128403.13199676314
332,54910.48661026012
1917,144324.12203279368
2094,246879.7892699242
1460,278972.6905407304
1471,209197.71643753172
1509,110719.26592046616
1922,121394.68983209418
433,438763.32137109735
460,250849.06937886446
1116,240874.2329521726
1137,169370.49689313615
53,175691.88200990323
2354,251459.32674639605
1475,191913.52242498248
1761,492124.061046512
842,126612.5061451211
2739,188182.4777741511
2509,160532.56746636858
1007,205183.94790829803
2610,192443.20944622127
1952,77849.10800618565
2719,181250.20745991563
2921,77053.50325547074
1966,143176.9661408531
292,123567.42313070557
1204,219963.30876644506
1829,262182.25841158023
2419,188631.68640903613
391,164939.47078058255
798,135946.13188116412
481,207197.8374446856
193,215480.3122486034
555,116645.36568866452
899,49221.225383408804
2357,216377.46989933503
328,132833.506544697
1356,131847.5087338358
1154,96076.74439504833
1730,167573.78890435028
2249,168105.67263646048
1119,274718.3270177044
2856,142706.54572325948
1394,123901.07711660766
2587,116137.31539091936
61,307444.85862159496
2661,198962.5698579036
2711,133121.6173405837
1147,184889.24065001155
757,133847.37665353634
2623,68357.71550133752
2378,159461.6096830891
1413,138245.5423590724
1722,220493.9016513425
1112,202017.65845702562
1623,203761.87680966264
1201,190758.8109352876
1513,93507.94090323034
957,440146.95054078917
1171,275093.7958457534
1145,207374.57036317102
2726,259150.2459529733
703,158516.04889899417
760,99785.81949770768
1964,119924.92909534759
2512,190517.78554666418
159,186998.61459916763
1281,179980.44483341186
468,164394.43662390858
290,147363.45899316718
665,106612.28512029626
1463,264207.3000964051
1792,220418.3804400137
923,158674.94583907074
500,258488.81567745548
1408,165651.39771931403
331,55572.93462753139
170,127727.05982219553
2192,81648.86855592605
2571,318931.1263405918
2314,177125.1803048463
2647,91530.58026924642
422,373520.80926371366
2457,356918.4371320009
1838,187514.9716658547
2805,252235.71450284022
1645,168182.1936999448
1711,271038.24701963365
2825,238268.04769376953
322,307134.8828519607
2103,254926.21844354217
342,143486.34133284457
600,106518.46823943345
488,184265.6619307686
1725,281679.2778419682
2246,277111.8243749803
2847,166120.22073376353
806,253738.6709325046
530,218495.52080868257
963,200421.23799637865
2678,66706.24729316367
171,63583.5641955327
2401,365595.37836672284
805,236367.05491543704
2259,211593.07986242053
1748,189463.9207143763
1361,146674.27168653643
1677,135690.65745428717
1406,173185.95366534925
2322,227248.66288358354
688,164191.5836052995
143,144803.58118090322
804,216944.3393999297
1214,183557.0855573263
2828,146509.9485250138
1999,228251.4202741121
2467,190500.9307449554
2665,191431.79329852396
1538,343541.5051866503
398,103029.77214355141
2822,154937.35238191162
2157,145437.74473984644
1856,183272.18522072808
1269,92801.51476064016
2570,125691.87430048996
2320,245844.52846098636
1517,147287.01350905164
2304,87270.61956571325
1312,93901.1143987106
2012,142890.02853065505
506,235996.68403056133
2865,214538.47140202075
2367,121836.53854723155
554,120598.16643885087
238,144537.232945403
1954,93177.17313278458
2488,154583.5719771927
2291,72700.19742757233
1969,80239.34419985843
2725,179932.62596999636
1482,149304.85664626714
2763,194485.78527678733
503,250606.3468346965
1584,247637.8024426103
1531,154611.21901425277
2210,185083.42824787393
459,304368.2535175163
556,122672.86697992508
1347,157024.62989582235
1290,78012.99243015592
1388,89435.46853632372
1571,337130.74138774734
2754,201278.47849768624
765,160212.66036743228
2494,122176.56917001537
2870,216931.3648426572
7,233952.95972161353
1114,244915.33105242453
2418,263605.0291728119
291,110544.29081061581
18,340642.01929308893
39,328859.35654865473
1001,265204.45181369083
2442,221497.96044299295
616,114052.54590397794
2680,35905.93680559844
1414,123468.32172852108
289,141711.707908854
40,244569.26342998465
860,134921.34815536242
409,155705.08362987472
673,160793.5025082216
2427,176348.3887108695
2036,221676.5800415371
2564,137919.57265872657
642,173980.72327331037
1008,190698.7948251747
1908,162035.38321215252
2519,235483.30905685757
1369,109593.00751660278
2855,186036.47607818988
712,89758.11749945098
1943,103361.621776463
1958,142206.0590941973
107,190821.3439883526
2295,218554.19913778894
704,102529.55150148671
676,114302.5350864254
259,182661.43714152856
93,289781.9852225343
106,251291.64125043442
2315,182027.18198506135
1050,96422.83659583295
1095,214399.39373560678
2709,141429.349898365
758,162636.390469631
1496,153213.68497967758
2370,132721.04859656535
2458,271837.2586018542
2733,132319.9960187791
161,256183.0990455858
726,156918.3508174984
845,214525.50187349375
947,263056.62503105856
2232,113857.59942194264
2563,157994.35801164896
2299,151286.98990469534
211,105689.89432237283
605,193960.9831824038
1478,205179.21608954857
2247,278272.27796977153
2274,243044.25356639476
2869,201622.9372003942
967,219160.02591821787
2656,75217.4927632387
667,235592.85116316073
1042,133528.47030567448
2023,177369.70223420273
2447,349982.39897551783
2055,126832.32555511344
2275,264891.95377915574
2204,166720.2511728269
1563,272744.21420516784
483,222581.74174478799
796,129960.96185798768
1526,158260.36740618554
2042,191785.03825150026
442,315412.88802912366
1693,282188.81998761836
1468,223506.41859125238
1430,204119.1958998567
2605,211051.81007863584
1529,206126.2701427789
335,141992.6141109674
1287,117138.27773123153
31,100871.6014645508
1785,281177.33184395346
82,180875.19019676643
2620,130169.24183378383
252,191579.5225794978
721,53339.18239723795
2165,162876.2871039734
2316,191205.84425577932
775,131332.1498973769
1558,110831.62399701972
17,219781.88029157204
1022,248038.39212728056
