Id,SalePrice
2658,277858.6060000032
2718,66489.04259412279
2414,162415.29356444406
1989,110990.78823499627
625,233799.20060451975
333,186874.99968046672
1327,138104.88193877705
858,99130.73057962503
95,191710.05505284766
1568,100767.91854026573
2482,160305.91562663834
1364,223221.7169004482
2584,206808.60139650645
818,235116.6729523103
2673,350338.67790953716
2089,274215.58878265833
1297,135242.7887415868
790,286981.55703031656
2616,299791.9792967156
720,196098.0625102131
222,170749.4147307549
557,233269.0004748071
1148,136071.07574063382
2766,135563.07014518406
534,142297.69992537657
1452,200553.785355376
630,308066.39706344664
2648,255855.47161221816
125,149579.83383739355
1904,120561.99094079125
1670,176511.91060717442
756,241813.5440218853
717,237813.6336181205
1032,119537.76954915994
852,193423.39860615847
1731,124167.63014560912
2639,92310.47853858497
2071,277653.6259151168
1267,212307.7188705843
1851,97645.938111469
567,188823.07765952125
2439,124563.06661123066
1898,146291.55624661557
647,63594.49542487418
2256,196490.27209265926
979,243646.22757969226
1444,135545.3148155935
2485,130816.33794326067
157,239868.54516897092
88,125468.90489143055
2003,131622.43513721786
186,331277.5336888866
1425,158561.96893511323
2695,98129.52365411076
738,171582.70189405253
395,193055.50950004766
1353,153310.6236520562
1878,115698.80100729178
390,307665.5431532687
1456,105003.00170364874
1103,142855.78190366377
1387,115878.7392398839
2070,132489.38662536655
1199,99079.45139062151
2479,192084.41073969318
501,157467.892450876
2362,181492.05590450362
1718,139676.52304072824
2188,157919.3347987163
1483,109631.2326360072
2557,132212.8437641136
437,225693.39148587902
2224,310688.35906038806
1628,156885.03462371213
397,277727.654982912
587,100898.4971440309
971,250048.7703521874
2611,229021.15539284647
1887,189014.07616195557
2399,184672.46567203887
2148,152021.08368424026
304,125137.68799081931
1997,280794.5087997341
2817,194607.12117073222
1431,374045.27226880053
427,150002.90169714237
263,127901.70311363532
598,190819.6660166626
2895,117782.15015552464
687,164655.87524313727
1822,103400.92446644988
2191,179022.46775308598
179,350110.97153247637
1009,122488.51343553992
2010,113896.18823118162
1991,167217.07934420573
1411,206739.0234745873
1721,160050.8214559259
1144,179158.43753526316
593,300564.22640502703
575,291626.169285299
1249,194391.69396648457
1604,197945.83399917829
1064,231654.29856647467
1923,219854.9165612405
1988,213086.5042245529
2325,99563.39514170156
114,98088.14806350385
2700,127674.56751095428
217,203680.095634474
343,132839.41060025967
386,281903.57229575433
2005,66508.87319526376
2908,144262.67285573436
1814,121171.95103073225
2446,166990.72888993422
208,213611.4892352029
1679,158666.24873670755
822,136876.9542716732
6,188063.01318745286
1781,95656.13588292742
2397,151695.05863742944
2340,185855.4964316658
1618,244983.03855979096
2843,168831.4407976179
1061,187048.65957377743
2786,239281.5507496723
1935,204321.07932668657
1341,95022.66074190525
521,207048.4548784835
2136,273335.27475039987
996,196127.99659390448
227,235450.74311173125
135,120166.8236273379
1167,128263.94696745582
294,277073.9092454121
1776,136343.7955176768
540,148945.9652428123
1717,220428.31390462792
2303,252470.629558284
116,132176.34729903183
127,169131.42383668854
1371,178288.3778944706
1014,179453.00165006946
1507,139357.2092983896
702,99807.12593173765
750,239650.20286680598
261,210738.40526106395
1559,229603.6795916105
577,205568.99554346767
2812,224864.20036611706
2080,123109.33273825663
1368,130225.30110711318
2376,225305.13365160985
659,161871.53698124277
1235,195370.83574476241
332,184337.93199605693
1917,195766.7377953751
2094,147008.85230192615
1460,203486.61444250215
1471,105504.16240522565
1509,214109.7948739818
1922,142956.05286887434
433,187129.36714920073
460,219979.2593361991
1116,321692.1860548739
1137,269234.8094742309
53,138987.6681691045
2354,86832.583698226
1475,122974.294884613
1761,68188.05418094137
842,222423.45606237126
2739,139653.24033231765
2509,110196.82106952049
1007,140472.83273979003
2610,171119.24336148804
1952,261463.48848580607
2719,108755.7776051269
2921,167027.05509559804
1966,250026.35815720516
292,221080.26173299333
1204,205179.59075476328
1829,100204.65711537556
2419,184446.24692891756
391,198807.46079512886
798,231691.16027180248
481,348638.8649755948
193,255638.25935600768
555,190732.8002116062
899,130532.3985379042
2357,125062.1171212406
328,90334.27489178433
1356,156899.9381300214
1154,340380.1129949106
1730,223787.3494201575
2249,157097.75848613717
1119,260785.62656517053
2856,121460.4398972491
1394,137324.0344703869
2587,156280.01853628358
61,217086.60552968006
2661,118160.8989890924
2711,162281.18387082758
1147,181549.95990623804
757,186835.1381515978
2623,139063.97930085903
2378,181972.47525241083
1413,115587.25673780129
1722,124400.0942424212
1112,85811.79330675142
1623,394901.344827216
1201,85434.19989679061
1513,103488.87278317646
957,154207.87142239176
1171,264581.131797325
1145,204108.63233276515
2726,158598.82445252402
703,160483.78642733765
760,97662.90182013289
1964,142282.3519773662
