Id,SalePrice
2658,170047.9556005491
2718,167438.78007453983
2414,195835.39021976478
1989,110136.40126606575
625,181655.98453472517
333,94102.61900042373
1327,94287.54796364077
858,138548.28024428827
95,172173.0925064594
1568,172489.20916518007
2482,149410.61131431843
1364,130303.2457437104
2584,154277.51311317217
818,299230.0150845623
2673,152897.18493254294
2089,118812.10813630372
1297,187588.0652430088
790,119554.12386311241
2616,209788.83092700256
720,231379.54858739433
222,130075.6115466151
557,166093.59638323393
1148,194746.25625194912
2766,195326.8372176425
534,189109.26821737678
1452,112055.50389490646
630,119724.63750334551
2648,111680.72981196766
125,148897.83098973316
1904,67238.06318405313
1670,102022.9947656638
756,99864.6146335743
717,255027.3319541632
1032,152498.52114403446
852,201391.93342375048
1731,162543.17645081156
2639,113042.39452131795
2071,96545.67103163066
1267,108812.57759698185
1851,192810.08258006308
567,145297.26779022257
2439,212443.0310203342
1898,133127.36954403302
647,161976.18810536983
2256,221403.80482989893
979,87674.20423954751
1444,214062.09858637393
2485,121447.20619301546
157,110674.48957038013
88,133338.89612061187
2003,116367.56589544697
186,202477.15107336652
1425,257333.99504401704
2695,114766.82175374497
738,101888.76719748929
395,148964.72732462414
1353,187402.8846830413
1878,151812.23612312425
390,183658.0388651028
1456,260124.53658815238
1103,343918.1589200994
1387,151900.45490815234
2070,136819.2108116574
1199,185595.36795923673
2479,166574.68777018288
501,318839.9396916939
2362,96878.02173290061
1718,201981.1673083512
2188,76725.81133602615
1483,137543.8559511212
2557,83844.84241651822
437,342911.1921360857
2224,205611.9720324125
1628,156005.71910018206
397,124907.67266344326
587,200089.95293532775
971,156130.2738658964
2611,146612.56397373785
1887,93210.95412533743
2399,360844.06834955
2148,196843.15700537173
304,131331.73944515627
1997,120915.69732783666
2817,122809.79810084103
1431,190375.95128898343
427,323765.33150475984
263,107951.77464322024
598,181510.87216193575
2895,268528.5682081042
687,149837.03363974084
1822,124193.74859389465
2191,103095.91971787221
179,120072.94183864223
1009,217535.53287717848
2010,113124.22778914378
1991,151645.4142092896
1411,176028.94977714398
1721,228893.0154068805
1144,180224.10251479934
593,213716.27640591562
575,280775.49806844955
1249,185305.8241231162
1604,116949.92544272903
1064,558477.9138078353
1923,175857.82197666605
1988,90493.10964562323
2325,166591.6849317143
114,215826.94804252038
2700,186435.46215598425
217,118065.70535922269
343,173587.25502534004
386,235583.10330579255
2005,114474.43722585966
2908,111512.65244052197
1814,230075.46012240666
2446,572535.1913650031
208,149854.2341396805
1679,117256.09317723804
822,336895.02582779503
6,185843.4299481537
1781,446038.82436959643
2397,268527.51672736416
2340,320430.4421536877
1618,154404.2978523292
2843,130429.99884262746
1061,374816.30831513053
2786,112569.94483299658
1935,127460.61061173136
1341,103395.78439503162
521,297115.37885294145
2136,127810.472404955
996,194230.0502502154
227,138565.37154670135
135,166174.96495304725
1167,154264.96292455605
294,231961.60642705046
1776,185635.3793572046
540,188384.0966064178
1717,196558.22816958948
2303,124254.8881479811
116,184323.24853441477
127,141026.75143400376
1371,130755.55676402332
1014,177132.0159536744
1507,89958.9588697901
702,148789.4189631183
750,167093.47307681426
261,139617.91810658266
1559,95635.7453683662
577,223906.93723169577
2812,191502.705623485
2080,164396.81645993682
1368,113963.20614209225
2376,127474.85399010981
659,108937.89626753655
1235,129899.11967738805
332,82481.56515267181
1917,149054.50081274463
2094,274592.8177396767
1460,281106.2661617898
1471,196798.0857688911
1509,117903.1399119274
1922,134515.08838033405
433,555522.6240233771
460,240557.78841569717
1116,251272.2423902155
1137,168521.71297412473
53,158873.07466370083
2354,256615.11408618276
1475,181779.9037709328
1761,630796.8727208092
842,130999.67676071089
2739,140970.7254713201
2509,142453.96003075503
1007,194710.91874071342
2610,179687.32107889562
1952,86918.5764536451
2719,158873.65498874648
2921,93411.29571943273
1966,142143.82927786605
292,134352.16038320895
1204,212746.8779397114
1829,265636.10739296017
2419,174278.2055425804
391,155166.33852796204
798,116844.27333937207
481,198722.86900094323
193,200974.5876359578
555,120178.75241192794
899,86919.58105196324
2357,211570.14277078008
328,126314.15254045786
1356,127969.47576866152
1154,112037.53357287777
1730,169097.39802781216
2249,146201.003857787
1119,276967.9739091147
2856,143491.41719903902
1394,126871.37166840743
2587,123339.59870046326
61,340887.56341693137
2661,232867.7138593575
2711,135061.8911668239
1147,178744.6500832306
757,112658.36575758111
2623,96663.28189787013
2378,155659.15652648694
1413,131105.46610950225
1722,206754.23072416606
1112,205396.95664336684
1623,192419.37641380884
1201,191010.47056871108
1513,108853.13920499958
957,508235.42307783
1171,281787.256769582
1145,198185.6212482812
2726,255394.7339019064
703,136338.1325986235
760,113376.61947043432
1964,118007.11346325258
2512,162698.46592588405
159,194802.28886883662
1281,159310.91251565193
468,164718.82881024672
290,115904.64895583777
665,105824.09473891722
1463,267989.83966042614
1792,226971.39312037028
923,156637.38461547706
500,267305.4869326673
1408,167111.91249863632
331,82638.02231230486
170,127081.73738174191
2192,102289.64179168077
2571,345765.23055536667
2314,173216.03850922702
2647,97602.8455419209
422,452085.451434862
2457,332044.8758434127
1838,180185.6449270993
2805,250961.72917525435
1645,148687.25852188945
1711,296566.53802395385
2825,240199.07181689574
322,335836.9456744109
2103,264990.74295831023
342,143018.62031142178
600,109680.5625094991
488,187520.5606593021
1725,286151.8971572557
2246,291138.17378853715
2847,159051.462017431
806,252911.6627272702
530,235561.3780846863
963,188622.81272245746
2678,84808.35860241378
171,79199.82860355845
2401,426342.23588450905
805,236901.68190121383
2259,220436.27912070177
1748,151737.54065548614
1361,145921.42812604175
1677,124693.86961200213
1406,152977.52716170868
2322,230950.43543062088
688,154300.42997866217
143,141716.86181828077
804,204501.85875031538
1214,177343.91158379457
2828,141077.82012707443
1999,220999.8199823972
2467,175814.6503829748
2665,150338.8773448543
1538,356899.90351342456
398,103035.05450266486
2822,147418.3951921599
2157,136728.15749050293
1856,167781.42642067454
1269,107454.18717027766
2570,132712.24728250137
2320,250327.08396214747
1517,141208.73121072346
2304,105459.49667695475
1312,92111.49757786743
2012,136277.3535509084
506,240791.98819982563
2865,208828.62896083045
2367,105431.55549030384
554,110681.3291586471
238,136201.64115822973
1954,107740.27875299793
2488,135095.83806736386
2291,88481.00722995299
1969,93649.65361424994
2725,154901.6846707713
1482,137543.8559511212
2763,185198.96601603949
503,245007.2220397988
1584,250674.03845072418
1531,179426.5551226156
2210,174907.65525777944
459,321116.6754737812
556,130230.31312697395
1347,159321.83153694618
1290,85302.74510956698
1388,106101.41610183302
1571,304252.08468530903
2754,188581.91908499703
765,164584.45608086282
2494,143888.05648399133
2870,230122.79230637365
7,219167.49198369682
1114,243260.92902799856
2418,280452.06114985445
291,102815.9933033162
18,391923.4711854727
39,375420.2662104781
1001,277356.0405311599
2442,227742.03678092186
616,110028.63943002885
2680,69378.3217845129
1414,130050.17699025119
289,142279.2473064115
40,237947.4733816377
860,134726.58024404914
409,150684.292150828
673,157574.6354821254
2427,152998.92191175953
2036,215194.9410194233
2564,129660.90802501375
642,152855.013792352
1008,183154.84443600086
1908,150601.0636697005
2519,230105.6778601985
1369,98326.33210884874
2855,171723.26513068218
712,94482.16846098728
1943,119169.44243973876
1958,135777.110971693
107,161554.74023149477
2295,145192.56484608955
704,112395.04118312038
676,124471.92156746505
259,173633.5033764086
93,296643.2334360832
106,254271.86547551875
2315,191895.65029581616
1050,112346.50714040812
1095,212119.5625173406
2709,140340.9785780634
758,172440.99377147126
1496,143098.68536026689
2370,121944.93542170807
2458,275149.32157304836
2733,128170.43983751087
161,237048.2137122369
726,145593.79970170598
845,202095.84381296457
947,269453.80861740175
2232,111051.39463260965
2563,149661.75481686022
2299,112988.49581660311
211,114173.94029567306
605,156691.41738901724
1478,190565.26678475947
2247,291715.64358075365
2274,184396.39972795369
2869,186803.480409491
967,206946.83695211232
2656,88954.5855283387
667,236301.37629327335
1042,114212.2259642728
2023,158541.77143523612
2447,379939.1707665038
2055,123207.7186752754
2275,255710.39315034528
2204,163589.88762874593
1563,277488.9903992454
483,215161.53570388095
796,126203.72909526443
1526,156310.7811627696
2042,182749.38769221125
442,339782.1135012608
1693,300743.563290633
1468,223666.83644824574
1430,207443.3867232051
2605,180697.72408409466
1529,184309.82865526565
335,143674.72178349714
1287,116283.20786944812
31,101751.58137853994
1785,279003.57586280064
82,166563.54809559337
2620,122673.11446899662
252,180442.91936833347
721,77616.14911122015
2165,154743.32651999907
2316,185755.55720129298
775,125165.0918300504
1558,79026.1510676488
17,209704.51976429907
1022,243739.89038686626
925,121784.64552679806
438,268765.1905431221
1270,141120.02797207882
1272,125096.91836872931
215,178898.43145317677
266,220127.47198793848
2402,265396.153472507
1250,140106.98004947044
1984,107218.51727650971
1279,134440.93229541296
377,238852.8635096911
1252,144159.91709051578
2156,289500.96028701914
499,306550.6516850977
1374,131204.25028032972
2898,255527.2485651914
401,115617.48374886913
2721,176384.58130474345
2078,230113.97113046693
2589,134912.0152670166
1946,243682.13846983
1334,118217.05893847719
2781,239713.68552547577
431,440053.6594770303
576,222895.14836573898
1474,207268.74423987814
2254,145354.5169887229
2155,315347.2188446332
885,108293.41644752747
643,135524.92254465423
1944,114886.04403723776
480,196938.76520443958
2845,107854.25459787808
2387,338750.25857411546
2407,185665.86919949175
2527,186892.8403797124
2514,127788.81765859168
629,163494.7824559044
80,211847.33364497585
1876,129736.81846554804
1546,109847.95515802439
2518,170001.32183589402
2347,168181.14196452044
783,225936.3778941869
1322,74168.95802753884
194,85914.8736189951
1770,291976.65457131143
2143,117494.98797780453
1229,222723.03921502482
511,299639.30624971446
46,209244.6978263919
1348,207911.87738935478
2465,173839.16796194983
387,232014.7206133775
873,222568.51060443558
1918,126268.15117285911
2764,258740.02508431193
2184,122720.20539200943
934,123908.50629839994
1920,128274.22038692835
2631,152486.2781952997
1768,593696.0460253204
2040,104090.38259888644
1749,211321.74490741658
834,263766.37092928245
1457,237299.215217699
79,132142.57394013932
2302,116635.71779043315
1817,132122.54909564348
2755,225839.08245468704
359,170020.0872453817
2059,110512.26799307039
2092,232725.3935984195
2516,229361.0511243874
150,118706.79801231522
1656,155605.20601475812
83,112990.60376927584
2411,156756.8826087986
795,96782.02353332817
2312,227221.37017419116
2917,94054.53077508006
1624,173260.33330872667
2215,289749.58995950135
1211,148671.31371197436
1485,139478.46942912653
1024,170677.2435158487
570,197475.92456800112
2874,143759.86990494686
700,133025.8905451616
2756,208251.99633051228
2022,182726.69617862222
583,254877.0415559138
2392,368518.711905631
2424,182688.5429995508
212,141884.439675904
736,111116.06024256087
1610,163948.01312308162
890,118324.25131088731
467,166148.59355351096
578,198698.24377178412
1747,193375.68407741952
1149,150769.86590433618
2758,231285.5155763694
857,111591.86999976382
2219,272303.9873140632
733,117713.24310280409
2909,91472.35417515325
1798,273659.9961702191
235,106036.60844028083
2366,133960.04218820657
1027,128049.59966125706
1195,121650.33208385608
1303,64867.84270686499
148,186490.46041329997
608,157781.94073542592
2515,167529.25323133008
821,260886.69146947673
2500,285389.67942876555
745,102557.68943100481
741,138378.46885117015
1611,173375.95850426727
2532,124899.64469861196
1081,238991.51831264235
1692,415984.3522710765
2520,199523.68509237678
276,122801.98444498565
1992,111813.01171050678
663,66952.88231425185
418,135422.6312954247
1733,167737.590282375
2359,165667.78501687833
253,167349.07496787928
1518,148840.89066945354
2035,149416.63595006193
2919,81655.02073009929
1540,244502.4900974743
2120,135758.65837296017
1674,161994.34320313705
256,137871.60822040867
2361,90827.10384030417
978,90254.11615970076
2280,149667.1465402027
2095,210359.2422392829
1709,321766.48444476107
2801,252257.5450686889
