Id,SalePrice
2658,165241.36385578534
2718,171484.7083639299
2414,197378.10722653073
1989,110790.81076313145
625,186962.62906430633
333,87257.74178403901
1327,93499.52708591375
858,137190.38550289068
95,174262.30187736638
1568,174841.49362812735
2482,152711.5699331838
1364,129480.74176852831
2584,157391.687079292
818,298299.7762850502
2673,156644.81644640872
2089,112234.48137755139
1297,187167.26620014873
790,118738.12995195553
2616,211459.44830684125
720,217909.27963401942
222,126270.73801892603
557,156527.46108444693
1148,197799.37579855474
2766,194919.4067078245
534,179030.34770893268
1452,107582.76784813283
630,119036.74147359567
2648,118427.67023843994
125,151519.0118476444
1904,61236.71698107205
1670,97025.52253635731
756,96597.02933369609
717,273396.9064753683
1032,153318.84318699088
852,203997.50523031948
1731,164509.08434541634
2639,116100.27995510984
2071,85745.80440934523
1267,103914.75389281649
1851,189629.57733722747
567,145051.14775027905
2439,210384.9896264812
1898,133759.7412472417
647,157424.24825411907
2256,227096.6875393596
979,87954.26236548844
1444,212943.11169082738
2485,121404.87301086186
157,111351.05043874678
88,134079.69552397926
2003,115946.02080289487
186,212402.995883117
1425,257316.03404720675
2695,116868.96497550399
738,101969.23330379644
395,148780.31527533967
1353,186572.79630916525
1878,147329.82544469944
390,186879.16979860855
1456,258972.99354545923
1103,339713.6621492292
1387,155953.01720243224
2070,136464.12330436104
1199,181865.19738893592
2479,164842.70621780452
501,316735.60271983955
2362,91129.605042584
1718,204512.9504626452
2188,73604.91194309306
1483,144032.77573606887
2557,84601.80002324416
437,329136.0676490867
2224,205174.83731887658
1628,165711.79116365
397,127862.53578164661
587,204691.13351563405
971,148263.99986210256
2611,135818.09517017606
1887,91094.60795312643
2399,350569.886492484
2148,199274.7183520201
304,135435.00856955544
1997,118088.46413306223
2817,112391.65462115046
1431,182789.92711389222
427,323310.00415935647
263,110193.94603940146
598,184560.88386948226
2895,276311.6148367247
687,146755.39801010786
1822,124120.84057874886
2191,104602.63143366713
179,120381.53745264889
1009,224646.52665154584
2010,112367.11077627761
1991,149491.3777156538
1411,184084.2919799775
1721,231447.44921812604
1144,178189.54212153816
593,215041.33054696504
575,274649.3512401765
1249,184340.60673450876
1604,117253.79059657789
1064,534430.9978699508
1923,168641.07036979607
1988,90774.13403119237
2325,164647.3583891182
114,220782.95280944603
2700,187531.39430117857
217,126203.92097443428
343,182099.62004273024
386,236598.40838436494
2005,110010.13679381175
2908,106054.27163309313
1814,232733.9200753578
2446,542137.1287991039
208,146396.91012005776
1679,114024.51330596635
822,329836.89633219107
6,186529.6087682775
1781,422137.15545461525
2397,270101.06757382886
2340,306212.76150757703
1618,152808.61849384184
2843,127744.39240473011
1061,371672.2516261444
2786,108089.47519770957
1935,127171.03849722027
1341,101906.26340709013
521,291854.2132806691
